Mission ID,FBOId,DepartureAirport,DepartureICAO,DestinationAirport,DestinationICAO,Distance,HumanOnly,Pay,Expiration Date,Is Last Minute,Descript,PaxClass0,PaxClass1,PaxClass2,Cargo
4aad0f06-2b38-4615-b470-518646d9d2a5,444fc89e-b866-4565-a946-f77db58ea129,Christchurch Intl,NZCH,Tekapo Aerodrome,NZTL,96.0,False,10174.5,2023-08-06T06:43:55.243,False,#1n,0.0,0.0,3.0,0.0
4aad0f06-2b38-4615-b470-518646d9d2a5,444fc89e-b866-4565-a946-f77db58ea129,Tekapo Aerodrome,NZTL,Christchurch Intl,NZCH,96.0,False,10174.5,2023-08-06T06:43:55.243,False,#1,0.0,0.0,3.0,0.0
4ae334d3-0a99-47c1-92d4-274b519c196e,9da71413-54ca-42d9-85b2-0e292b6ad89e,Invercargill,NZNV,Queenstown,NZQN,86.0,True,66177.5,2023-08-04T23:32:56.783,True,#1n,160.0,0.0,0.0,0.0
4ae334d3-0a99-47c1-92d4-274b519c196e,9da71413-54ca-42d9-85b2-0e292b6ad89e,Queenstown,NZQN,Invercargill,NZNV,86.0,True,66177.5,2023-08-04T23:32:56.783,True,#1,160.0,0.0,0.0,0.0
4aecb11f-8032-4629-a59a-fce27e4815c6,0e545c97-4b8f-475c-aa83-b50c51d1cf25,Changi,WSSS,Tribhuvan Intl,VNKT,1909.0,True,6480665.0,2023-08-05T02:36:52.597,True,#1n,212.0,51.0,25.0,25275.221186547773
4aecb11f-8032-4629-a59a-fce27e4815c6,0e545c97-4b8f-475c-aa83-b50c51d1cf25,Tribhuvan Intl,VNKT,Changi,WSSS,1909.0,True,6480665.0,2023-08-05T02:36:52.597,True,#1,212.0,51.0,25.0,27334.83699331
4aeff182-563a-4b69-bc4c-560de3acdff4,4e38c425-7276-4317-895a-5db5c9d552f6,Auckland Intl,NZAA,Melbourne Intl,YMML,1423.0,False,2360853.5,2023-08-04T14:32:51.623,True,#2n,171.0,0.0,0.0,0.0
4aeff182-563a-4b69-bc4c-560de3acdff4,4e38c425-7276-4317-895a-5db5c9d552f6,Brisbane Intl,YBBN,Melbourne Intl,YMML,745.0,False,2360853.5,2023-08-04T14:32:51.623,True,#1n,186.0,0.0,0.0,0.0
4aeff182-563a-4b69-bc4c-560de3acdff4,4e38c425-7276-4317-895a-5db5c9d552f6,Hobart,YMHB,Melbourne Intl,YMML,333.0,False,2360853.5,2023-08-04T14:32:51.623,True,#4n,175.0,0.0,0.0,0.0
4aeff182-563a-4b69-bc4c-560de3acdff4,4e38c425-7276-4317-895a-5db5c9d552f6,Launceston,YMLT,Melbourne Intl,YMML,257.0,False,2360853.5,2023-08-04T14:32:51.623,True,#3n,177.0,0.0,0.0,0.0
4aeff182-563a-4b69-bc4c-560de3acdff4,4e38c425-7276-4317-895a-5db5c9d552f6,Melbourne Intl,YMML,Auckland Intl,NZAA,1423.0,False,2360853.5,2023-08-04T14:32:51.623,True,#2,171.0,0.0,0.0,0.0
4aeff182-563a-4b69-bc4c-560de3acdff4,4e38c425-7276-4317-895a-5db5c9d552f6,Melbourne Intl,YMML,Brisbane Intl,YBBN,745.0,False,2360853.5,2023-08-04T14:32:51.623,True,#1,186.0,0.0,0.0,0.0
4aeff182-563a-4b69-bc4c-560de3acdff4,4e38c425-7276-4317-895a-5db5c9d552f6,Melbourne Intl,YMML,Hobart,YMHB,333.0,False,2360853.5,2023-08-04T14:32:51.623,True,#4,175.0,0.0,0.0,0.0
4aeff182-563a-4b69-bc4c-560de3acdff4,4e38c425-7276-4317-895a-5db5c9d552f6,Melbourne Intl,YMML,Launceston,YMLT,257.0,False,2360853.5,2023-08-04T14:32:51.623,True,#3,177.0,0.0,0.0,0.0
4c01acc0-43bd-4c81-852c-70f97569e9e5,752e920d-96b6-4e35-9392-3db23e206b9a,Christchurch Intl,NZCH,Westport,NZWS,113.0,False,15141.0,2023-08-08T14:21:57.363,False,#1n,0.0,0.0,4.0,0.0
4c01acc0-43bd-4c81-852c-70f97569e9e5,752e920d-96b6-4e35-9392-3db23e206b9a,Westport,NZWS,Christchurch Intl,NZCH,113.0,False,15141.0,2023-08-08T14:21:57.363,False,#1,0.0,0.0,4.0,0.0
4c0a504a-6207-451b-b07a-3dcc8f07263e,30324b3b-4e38-4542-9358-265630acb90e,Canberra,YSCB,Gold Coast,YBCG,482.0,True,1376216.0,2023-08-03T15:44:59.603,True,#2,177.0,0.0,0.0,0.0
4c0a504a-6207-451b-b07a-3dcc8f07263e,30324b3b-4e38-4542-9358-265630acb90e,Canberra,YSCB,Hamilton I.,YBHM,897.0,True,1376216.0,2023-08-03T15:44:59.603,True,#1,175.0,0.0,0.0,0.0
4c0a504a-6207-451b-b07a-3dcc8f07263e,30324b3b-4e38-4542-9358-265630acb90e,Gold Coast,YBCG,Canberra,YSCB,482.0,True,1376216.0,2023-08-03T15:44:59.603,True,#2n,177.0,0.0,0.0,0.0
4c0a504a-6207-451b-b07a-3dcc8f07263e,30324b3b-4e38-4542-9358-265630acb90e,Hamilton I.,YBHM,Canberra,YSCB,897.0,True,1376216.0,2023-08-03T15:44:59.603,True,#1n,175.0,0.0,0.0,0.0
4c2d0d2d-6f8a-4cd3-bdb3-7c9337209561,6f67f452-f327-4a68-9c40-690359c2e1d3,Christchurch Intl,NZCH,Whangarei,NZWR,471.0,True,30544.5,2023-08-03T19:05:57.803,True,#1n,0.0,0.0,4.0,0.0
4c2d0d2d-6f8a-4cd3-bdb3-7c9337209561,6f67f452-f327-4a68-9c40-690359c2e1d3,Whangarei,NZWR,Christchurch Intl,NZCH,471.0,True,30544.5,2023-08-03T19:05:57.803,True,#1,0.0,0.0,4.0,0.0
4c657423-d6f1-4e2b-a1da-adb0a513c5b2,9e0fc6f5-f353-4f31-9429-4dc7ea3e3621,Kai Tak Intl Airport,VHHX,Osaka Intl,RJOO,1341.0,False,3302108.5,2023-08-04T03:48:43.447,True,#1,196.0,48.0,24.0,21210.88640594
4c657423-d6f1-4e2b-a1da-adb0a513c5b2,9e0fc6f5-f353-4f31-9429-4dc7ea3e3621,Osaka Intl,RJOO,Kai Tak Intl Airport,VHHX,1341.0,False,3302108.5,2023-08-04T03:48:43.447,True,#1n,196.0,48.0,24.0,20630.25989928744
4c7e293f-7be7-41d1-b427-830b274bccde,f80e7a11-0dc6-433a-a806-f75d7afdc98a,Auckland Intl,NZAA,Melbourne Intl,YMML,1423.0,False,944574.5,2023-08-04T21:44:31.88,True,#1,165.0,0.0,0.0,0.0
4c7e293f-7be7-41d1-b427-830b274bccde,f80e7a11-0dc6-433a-a806-f75d7afdc98a,Melbourne Intl,YMML,Auckland Intl,NZAA,1423.0,False,944574.5,2023-08-04T21:44:31.88,True,#1n,165.0,0.0,0.0,0.0
4cb724db-425c-4113-b1c6-fddf81a98335,ad2e56db-442b-4516-ae06-4b2be8ed821b,Changi,WSSS,Nadi Intl,NFFN,4482.0,True,28688236.5,2023-08-05T09:56:31.123,False,#1n,230.0,56.0,28.0,22400.058460228465
4cb724db-425c-4113-b1c6-fddf81a98335,ad2e56db-442b-4516-ae06-4b2be8ed821b,Kai Tak Intl Airport,VHHX,Nadi Intl,NFFN,4421.0,True,28688236.5,2023-08-05T09:56:31.123,False,#2n,227.0,56.0,28.0,23927.09507745676
4cb724db-425c-4113-b1c6-fddf81a98335,ad2e56db-442b-4516-ae06-4b2be8ed821b,Nadi Intl,NFFN,Changi,WSSS,4482.0,True,28688236.5,2023-08-05T09:56:31.123,False,#1,230.0,56.0,28.0,24471.3083615
4cb724db-425c-4113-b1c6-fddf81a98335,ad2e56db-442b-4516-ae06-4b2be8ed821b,Nadi Intl,NFFN,Kai Tak Intl Airport,VHHX,4421.0,True,28688236.5,2023-08-05T09:56:31.123,False,#2,227.0,56.0,28.0,25764.50020837
4ccfc9f8-8e96-486f-be4e-9879832133e7,167f51bd-789c-475f-b8b5-0e0d5090b481,Christchurch Intl,NZCH,Gorge River Airstrip,NZQE,193.0,True,8253.0,2023-08-08T06:46:41.947,False,#1n,0.0,0.0,3.0,0.0
4ccfc9f8-8e96-486f-be4e-9879832133e7,167f51bd-789c-475f-b8b5-0e0d5090b481,Gorge River Airstrip,NZQE,Christchurch Intl,NZCH,193.0,True,8253.0,2023-08-08T06:46:41.947,False,#1,0.0,0.0,3.0,0.0
4cebcdd7-7e60-4a96-a341-6b5b2bcee33f,8fcee27a-1206-475e-ae2c-928bf81915a1,Changi,WSSS,Gimhae Intl,RKPK,2461.0,False,13016262.0,2023-08-05T14:32:05.043,False,#1,225.0,55.0,27.0,22695.04064058
4cebcdd7-7e60-4a96-a341-6b5b2bcee33f,8fcee27a-1206-475e-ae2c-928bf81915a1,Changi,WSSS,Hiroshima,RJOA,2561.0,False,13016262.0,2023-08-05T14:32:05.043,False,#2,222.0,54.0,27.0,20397.59528653
4cebcdd7-7e60-4a96-a341-6b5b2bcee33f,8fcee27a-1206-475e-ae2c-928bf81915a1,Gimhae Intl,RKPK,Changi,WSSS,2461.0,False,13016262.0,2023-08-05T14:32:05.043,False,#1n,225.0,55.0,27.0,22526.150068449773
4cebcdd7-7e60-4a96-a341-6b5b2bcee33f,8fcee27a-1206-475e-ae2c-928bf81915a1,Hiroshima,RJOA,Changi,WSSS,2561.0,False,13016262.0,2023-08-05T14:32:05.043,False,#2n,222.0,54.0,27.0,19944.419276112672
4cf904c2-a393-4a7e-9c9f-b2c376b814ad,fe8274c3-d85e-4138-895c-dea7704cb46e,Kai Tak Intl Airport,VHHX,Osaka Intl,RJOO,1341.0,False,3238830.0,2023-08-08T03:51:24.14,False,#1n,205.0,50.0,25.0,24157.542251739826
4cf904c2-a393-4a7e-9c9f-b2c376b814ad,fe8274c3-d85e-4138-895c-dea7704cb46e,Osaka Intl,RJOO,Kai Tak Intl Airport,VHHX,1341.0,False,3238830.0,2023-08-08T03:51:24.14,False,#1,205.0,50.0,25.0,25576.71296719
4d046289-97c6-4adf-a19d-cf3434947a95,f80e7a11-0dc6-433a-a806-f75d7afdc98a,Auckland Intl,NZAA,Hobart,YMHB,1297.0,False,2351490.0,2023-08-03T14:17:34.133,True,#1,179.0,0.0,0.0,0.0
4d046289-97c6-4adf-a19d-cf3434947a95,f80e7a11-0dc6-433a-a806-f75d7afdc98a,Auckland Intl,NZAA,Kingsford Smith Intl,YSSY,1166.0,False,2351490.0,2023-08-03T14:17:34.133,True,#2,163.0,0.0,0.0,0.0
4d046289-97c6-4adf-a19d-cf3434947a95,f80e7a11-0dc6-433a-a806-f75d7afdc98a,Auckland Intl,NZAA,Wellington Intl,NZWN,259.0,False,2351490.0,2023-08-03T14:17:34.133,True,#3,173.0,0.0,0.0,0.0
4d046289-97c6-4adf-a19d-cf3434947a95,f80e7a11-0dc6-433a-a806-f75d7afdc98a,Hobart,YMHB,Auckland Intl,NZAA,1297.0,False,2351490.0,2023-08-03T14:17:34.133,True,#1n,179.0,0.0,0.0,0.0
4d046289-97c6-4adf-a19d-cf3434947a95,f80e7a11-0dc6-433a-a806-f75d7afdc98a,Kingsford Smith Intl,YSSY,Auckland Intl,NZAA,1166.0,False,2351490.0,2023-08-03T14:17:34.133,True,#2n,163.0,0.0,0.0,0.0
4d046289-97c6-4adf-a19d-cf3434947a95,f80e7a11-0dc6-433a-a806-f75d7afdc98a,Wellington Intl,NZWN,Auckland Intl,NZAA,259.0,False,2351490.0,2023-08-03T14:17:34.133,True,#3n,173.0,0.0,0.0,0.0
4d6b77ad-0445-4504-8676-3fd629c62899,752e920d-96b6-4e35-9392-3db23e206b9a,Christchurch Intl,NZCH,Westport,NZWS,113.0,False,15844.5,2023-08-05T17:36:52.307,False,#1n,0.0,0.0,4.0,0.0
4d6b77ad-0445-4504-8676-3fd629c62899,752e920d-96b6-4e35-9392-3db23e206b9a,Westport,NZWS,Christchurch Intl,NZCH,113.0,False,15844.5,2023-08-05T17:36:52.307,False,#1,0.0,0.0,4.0,0.0
4d8801e3-d614-45c6-a66e-186ba3384c70,e553fa9f-5aa8-4768-a7e9-1304556cedea,Christchurch Intl,NZCH,Wellington Intl,NZWN,164.0,False,104737.5,2023-08-06T11:45:58.983,False,#1n,160.0,0.0,0.0,0.0
4d8801e3-d614-45c6-a66e-186ba3384c70,e553fa9f-5aa8-4768-a7e9-1304556cedea,Wellington Intl,NZWN,Christchurch Intl,NZCH,164.0,False,104737.5,2023-08-06T11:45:58.983,False,#1,160.0,0.0,0.0,0.0
4dbf4383-b8f6-44fb-a024-dfb609554b3d,80d806b7-aa8e-4fad-87a1-cbdbc639d5b1,Bali Intl,WADD,Kingsford Smith Intl,YSSY,2494.0,True,9362870.5,2023-08-04T12:40:57.71,True,#1,219.0,53.0,26.0,27749.42041949
4dbf4383-b8f6-44fb-a024-dfb609554b3d,80d806b7-aa8e-4fad-87a1-cbdbc639d5b1,Kingsford Smith Intl,YSSY,Bali Intl,WADD,2494.0,True,9362870.5,2023-08-04T12:40:57.71,True,#1n,219.0,53.0,26.0,26627.76711305863
4e788550-e7fe-4420-a7e2-f151b16b230f,7c40c12f-43a4-4355-9028-e12cff8d54b9,Christchurch Intl,NZCH,Milford Sound,NZMF,211.0,False,9053.0,2023-08-04T06:50:34.9,True,#1n,0.0,0.0,3.0,0.0
4e788550-e7fe-4420-a7e2-f151b16b230f,7c40c12f-43a4-4355-9028-e12cff8d54b9,Milford Sound,NZMF,Christchurch Intl,NZCH,211.0,False,9053.0,2023-08-04T06:50:34.9,True,#1,0.0,0.0,3.0,0.0
4e7f4ecb-dde6-49f7-a190-e0c0bdb6bc25,53b0c40e-c553-4046-80d8-9cae4fa4e180,Gold Coast,YBCG,Launceston,YMLT,860.0,False,629590.5,2023-08-07T18:33:46.37,False,#1n,181.0,0.0,0.0,0.0
4e7f4ecb-dde6-49f7-a190-e0c0bdb6bc25,53b0c40e-c553-4046-80d8-9cae4fa4e180,Launceston,YMLT,Gold Coast,YBCG,860.0,False,629590.5,2023-08-07T18:33:46.37,False,#1,181.0,0.0,0.0,0.0
4e9b8835-0b3f-4619-a8ce-880ac7dadcc1,7975e1ab-b05c-4159-8d97-f8dc4112054c,Changi,WSSS,Naha,ROAH,2021.0,False,4656309.0,2023-08-07T16:36:55.27,False,#1n,195.0,48.0,24.0,25774.00285444401
4e9b8835-0b3f-4619-a8ce-880ac7dadcc1,7975e1ab-b05c-4159-8d97-f8dc4112054c,Naha,ROAH,Changi,WSSS,2021.0,False,4656309.0,2023-08-07T16:36:55.27,False,#1,195.0,48.0,24.0,26024.40863638
4ed5a391-c0a3-4a89-af59-6d0a03cfe7cf,e553fa9f-5aa8-4768-a7e9-1304556cedea,Queenstown,NZQN,Wellington Intl,NZWN,345.0,True,278518.0,2023-08-04T22:57:00.717,True,#1n,167.0,0.0,0.0,0.0
4ed5a391-c0a3-4a89-af59-6d0a03cfe7cf,e553fa9f-5aa8-4768-a7e9-1304556cedea,Wellington Intl,NZWN,Queenstown,NZQN,345.0,True,278518.0,2023-08-04T22:57:00.717,True,#1,167.0,0.0,0.0,0.0
4fbad02a-e319-4277-bf45-49033753c9ac,893a233d-4ae6-4ac6-98ee-a2070c805ff4,Hamilton I.,YBHM,Kingsford Smith Intl,YSSY,824.0,True,1051144.5,2023-08-05T19:23:05.97,False,#2n,156.0,0.0,0.0,0.0
4fbad02a-e319-4277-bf45-49033753c9ac,893a233d-4ae6-4ac6-98ee-a2070c805ff4,Kingsford Smith Intl,YSSY,Hamilton I.,YBHM,824.0,True,1051144.5,2023-08-05T19:23:05.97,False,#2,156.0,0.0,0.0,0.0
4fbad02a-e319-4277-bf45-49033753c9ac,893a233d-4ae6-4ac6-98ee-a2070c805ff4,Kingsford Smith Intl,YSSY,Maroochydore/Sunshine Coast,YBSU,452.0,True,1051144.5,2023-08-05T19:23:05.97,False,#1,174.0,0.0,0.0,0.0
4fbad02a-e319-4277-bf45-49033753c9ac,893a233d-4ae6-4ac6-98ee-a2070c805ff4,Maroochydore/Sunshine Coast,YBSU,Kingsford Smith Intl,YSSY,452.0,True,1051144.5,2023-08-05T19:23:05.97,False,#1n,174.0,0.0,0.0,0.0
4fde512f-22d4-41ce-bd6a-183de660ba5b,9e07c072-87f6-450c-a357-efd9cf9fcc64,Brisbane Intl,YBBN,Hamilton I.,YBHM,480.0,False,1030732.5,2023-08-08T04:47:22.687,False,#2n,170.0,0.0,0.0,0.0
4fde512f-22d4-41ce-bd6a-183de660ba5b,9e07c072-87f6-450c-a357-efd9cf9fcc64,Canberra,YSCB,Hamilton I.,YBHM,897.0,False,1030732.5,2023-08-08T04:47:22.687,False,#1n,171.0,0.0,0.0,0.0
4fde512f-22d4-41ce-bd6a-183de660ba5b,9e07c072-87f6-450c-a357-efd9cf9fcc64,Hamilton I.,YBHM,Brisbane Intl,YBBN,480.0,False,1030732.5,2023-08-08T04:47:22.687,False,#2,170.0,0.0,0.0,0.0
4fde512f-22d4-41ce-bd6a-183de660ba5b,9e07c072-87f6-450c-a357-efd9cf9fcc64,Hamilton I.,YBHM,Canberra,YSCB,897.0,False,1030732.5,2023-08-08T04:47:22.687,False,#1,171.0,0.0,0.0,0.0
50064ab6-2378-476d-908d-145e84ee764f,9870cf48-09c7-4b93-9de6-fa555ec5c49a,Christchurch Intl,NZCH,Rotorua,NZRO,366.0,False,13135.5,2023-08-05T07:24:00.53,False,#1n,0.0,0.0,3.0,0.0
50064ab6-2378-476d-908d-145e84ee764f,9870cf48-09c7-4b93-9de6-fa555ec5c49a,Rotorua,NZRO,Christchurch Intl,NZCH,366.0,False,13135.5,2023-08-05T07:24:00.53,False,#1,0.0,0.0,3.0,0.0
50a341ba-d843-4d15-9727-3bf68d124e8d,f203eb51-111d-4e55-9190-678a1b302921,Gimhae Intl,RKPK,Kai Tak Intl Airport,VHHX,1091.0,True,3230829.0,2023-08-06T11:19:53.257,False,#1,214.0,52.0,26.0,26759.68186815
50a341ba-d843-4d15-9727-3bf68d124e8d,f203eb51-111d-4e55-9190-678a1b302921,Kai Tak Intl Airport,VHHX,Gimhae Intl,RKPK,1091.0,True,3230829.0,2023-08-06T11:19:53.257,False,#1n,214.0,52.0,26.0,25546.86475480768
50bbee09-ddcd-4a6b-a82d-5d04814ae4c0,4a6648cd-0de6-426b-9d80-fa61c18cf4f7,Hiroshima,RJOA,Kai Tak Intl Airport,VHHX,1223.0,True,3856167.0,2023-08-06T20:35:08.003,False,#1,201.0,49.0,24.0,25945.93715637
50bbee09-ddcd-4a6b-a82d-5d04814ae4c0,4a6648cd-0de6-426b-9d80-fa61c18cf4f7,Kai Tak Intl Airport,VHHX,Hiroshima,RJOA,1223.0,True,3856167.0,2023-08-06T20:35:08.003,False,#1n,201.0,49.0,24.0,23950.950002364138
50db74c7-ee4d-4e5a-89cb-cd37ff9a5b1a,167f51bd-789c-475f-b8b5-0e0d5090b481,Christchurch Intl,NZCH,Gorge River Airstrip,NZQE,193.0,False,9629.5,2023-08-04T23:43:39.52,True,#1n,0.0,0.0,4.0,0.0
50db74c7-ee4d-4e5a-89cb-cd37ff9a5b1a,167f51bd-789c-475f-b8b5-0e0d5090b481,Gorge River Airstrip,NZQE,Christchurch Intl,NZCH,193.0,False,9629.5,2023-08-04T23:43:39.52,True,#1,0.0,0.0,4.0,0.0
51058699-64fd-4f4f-ade7-c23e7f219c5a,f4d1515c-ea0d-4769-9dd4-1059e7aa6b63,Launceston,YMLT,Perth Intl,YPPH,1598.0,True,3080074.5,2023-08-04T21:42:44.187,True,#1n,172.0,0.0,0.0,0.0
51058699-64fd-4f4f-ade7-c23e7f219c5a,f4d1515c-ea0d-4769-9dd4-1059e7aa6b63,Mackay,YBMK,Perth Intl,YPPH,1887.0,True,3080074.5,2023-08-04T21:42:44.187,True,#2n,169.0,0.0,0.0,0.0
51058699-64fd-4f4f-ade7-c23e7f219c5a,f4d1515c-ea0d-4769-9dd4-1059e7aa6b63,Perth Intl,YPPH,Launceston,YMLT,1598.0,True,3080074.5,2023-08-04T21:42:44.187,True,#1,172.0,0.0,0.0,0.0
51058699-64fd-4f4f-ade7-c23e7f219c5a,f4d1515c-ea0d-4769-9dd4-1059e7aa6b63,Perth Intl,YPPH,Mackay,YBMK,1887.0,True,3080074.5,2023-08-04T21:42:44.187,True,#2,169.0,0.0,0.0,0.0
5139c0d9-edc2-4523-8c50-4b4233c11f60,4a6648cd-0de6-426b-9d80-fa61c18cf4f7,Hiroshima,RJOA,Kai Tak Intl Airport,VHHX,1223.0,False,2985706.5,2023-08-05T21:43:07.957,False,#1,222.0,54.0,27.0,24304.38636934
5139c0d9-edc2-4523-8c50-4b4233c11f60,4a6648cd-0de6-426b-9d80-fa61c18cf4f7,Kai Tak Intl Airport,VHHX,Hiroshima,RJOA,1223.0,False,2985706.5,2023-08-05T21:43:07.957,False,#1n,222.0,54.0,27.0,22369.33186567975
5148e35e-9980-458b-b154-342fd93c4bd4,752e920d-96b6-4e35-9392-3db23e206b9a,Christchurch Intl,NZCH,Westport,NZWS,113.0,False,15624.0,2023-08-08T14:08:59.107,False,#1n,0.0,0.0,4.0,0.0
5148e35e-9980-458b-b154-342fd93c4bd4,752e920d-96b6-4e35-9392-3db23e206b9a,Westport,NZWS,Christchurch Intl,NZCH,113.0,False,15624.0,2023-08-08T14:08:59.107,False,#1,0.0,0.0,4.0,0.0
515ed74f-b7f9-4d56-8e9b-5ae159d65b01,35b9075d-f91b-4a01-8136-4db7ef82ff4a,Hobart,YMHB,Perth Intl,YPPH,1627.0,True,1220541.0,2023-08-07T06:41:00.86,False,#1,162.0,0.0,0.0,0.0
515ed74f-b7f9-4d56-8e9b-5ae159d65b01,35b9075d-f91b-4a01-8136-4db7ef82ff4a,Perth Intl,YPPH,Hobart,YMHB,1627.0,True,1220541.0,2023-08-07T06:41:00.86,False,#1n,162.0,0.0,0.0,0.0
51c771d7-904f-41f7-a6a6-fefbecc036ec,b0ca62d0-cb7f-40e6-942e-864424852b8e,Christchurch Intl,NZCH,Nelson,NZNS,135.0,False,5124.0,2023-08-07T05:19:11.71,False,#1n,0.0,0.0,3.0,0.0
51c771d7-904f-41f7-a6a6-fefbecc036ec,b0ca62d0-cb7f-40e6-942e-864424852b8e,Nelson,NZNS,Christchurch Intl,NZCH,135.0,False,5124.0,2023-08-07T05:19:11.71,False,#1,0.0,0.0,3.0,0.0
525dadab-cd95-499c-9b47-8576bd06a0eb,0e545c97-4b8f-475c-aa83-b50c51d1cf25,Changi,WSSS,Tribhuvan Intl,VNKT,1909.0,True,6148359.0,2023-08-05T17:08:52.12,False,#1n,193.0,47.0,23.0,24786.10005368485
525dadab-cd95-499c-9b47-8576bd06a0eb,0e545c97-4b8f-475c-aa83-b50c51d1cf25,Tribhuvan Intl,VNKT,Changi,WSSS,1909.0,True,6148359.0,2023-08-05T17:08:52.12,False,#1,193.0,47.0,23.0,27529.88171241
52855f7a-b935-4b12-8ca4-edf8dd78d3ae,9870cf48-09c7-4b93-9de6-fa555ec5c49a,Christchurch Intl,NZCH,Rotorua,NZRO,366.0,True,21168.0,2023-08-07T21:47:47.98,False,#1n,0.0,0.0,4.0,0.0
52855f7a-b935-4b12-8ca4-edf8dd78d3ae,9870cf48-09c7-4b93-9de6-fa555ec5c49a,Rotorua,NZRO,Christchurch Intl,NZCH,366.0,True,21168.0,2023-08-07T21:47:47.98,False,#1,0.0,0.0,4.0,0.0
529059f5-bf07-4524-93b2-0228017d074d,0aebf5aa-19d6-441b-9ad8-a987709e276d,Adelaide Intl,YPAD,Christchurch Intl,NZCH,1649.0,False,1174372.5,2023-08-04T15:15:41.67,True,#1n,169.0,0.0,0.0,0.0
529059f5-bf07-4524-93b2-0228017d074d,0aebf5aa-19d6-441b-9ad8-a987709e276d,Christchurch Intl,NZCH,Adelaide Intl,YPAD,1649.0,False,1174372.5,2023-08-04T15:15:41.67,True,#1,169.0,0.0,0.0,0.0
52c9177a-d7b9-4e42-8dc5-a3fe63a8be25,f203eb51-111d-4e55-9190-678a1b302921,Changi,WSSS,Gimhae Intl,RKPK,2461.0,False,6926230.5,2023-08-08T07:01:51.93,False,#1n,200.0,49.0,24.0,26158.07503633923
52c9177a-d7b9-4e42-8dc5-a3fe63a8be25,f203eb51-111d-4e55-9190-678a1b302921,Gimhae Intl,RKPK,Changi,WSSS,2461.0,False,6926230.5,2023-08-08T07:01:51.93,False,#1,200.0,49.0,24.0,27550.746961430003
52e04b84-5981-4f0f-ab9c-feb02c661efb,893a233d-4ae6-4ac6-98ee-a2070c805ff4,Brisbane Intl,YBBN,Kingsford Smith Intl,YSSY,406.0,False,295589.5,2023-08-03T23:16:06.577,True,#1n,156.0,0.0,0.0,0.0
52e04b84-5981-4f0f-ab9c-feb02c661efb,893a233d-4ae6-4ac6-98ee-a2070c805ff4,Kingsford Smith Intl,YSSY,Brisbane Intl,YBBN,406.0,False,295589.5,2023-08-03T23:16:06.577,True,#1,156.0,0.0,0.0,0.0
531232cc-56d4-448d-bc05-afb457c1e742,ff550735-7649-4f59-b2cc-48ed22d5f69e,Gold Coast,YBCG,Hamilton I.,YBHM,530.0,False,320082.0,2023-08-08T04:04:12.28,False,#1,155.0,0.0,0.0,0.0
531232cc-56d4-448d-bc05-afb457c1e742,ff550735-7649-4f59-b2cc-48ed22d5f69e,Hamilton I.,YBHM,Gold Coast,YBCG,530.0,False,320082.0,2023-08-08T04:04:12.28,False,#1n,155.0,0.0,0.0,0.0
538750c1-82f1-43c2-86fc-fd6cacdf1562,b0ca62d0-cb7f-40e6-942e-864424852b8e,Christchurch Intl,NZCH,Nelson,NZNS,135.0,False,6793.5,2023-08-06T10:49:04.52,False,#1n,0.0,0.0,4.0,0.0
538750c1-82f1-43c2-86fc-fd6cacdf1562,b0ca62d0-cb7f-40e6-942e-864424852b8e,Nelson,NZNS,Christchurch Intl,NZCH,135.0,False,6793.5,2023-08-06T10:49:04.52,False,#1,0.0,0.0,4.0,0.0
5396fca9-c830-496e-92ea-9c3003c951c5,8fcee27a-1206-475e-ae2c-928bf81915a1,Changi,WSSS,Osaka Intl,RJOO,2666.0,False,6528571.5,2023-08-04T06:30:40.277,True,#1,208.0,50.0,25.0,20616.22680887
5396fca9-c830-496e-92ea-9c3003c951c5,8fcee27a-1206-475e-ae2c-928bf81915a1,Osaka Intl,RJOO,Changi,WSSS,2666.0,False,6528571.5,2023-08-04T06:30:40.277,True,#1n,208.0,50.0,25.0,19630.522876319115
53bf0929-d746-4c9b-bee2-aa5c8dec1cca,c6a3872c-110f-4842-b573-a4fcf2121dcb,Kingsford Smith Intl,YSSY,Maroochydore/Sunshine Coast,YBSU,452.0,False,351014.5,2023-08-03T16:49:46.993,True,#1n,174.0,0.0,0.0,0.0
53bf0929-d746-4c9b-bee2-aa5c8dec1cca,c6a3872c-110f-4842-b573-a4fcf2121dcb,Maroochydore/Sunshine Coast,YBSU,Kingsford Smith Intl,YSSY,452.0,False,351014.5,2023-08-03T16:49:46.993,True,#1,174.0,0.0,0.0,0.0
540871ff-6c41-4d2c-9f14-96dc3ad3b595,752e920d-96b6-4e35-9392-3db23e206b9a,Christchurch Intl,NZCH,Westport,NZWS,113.0,False,11896.5,2023-08-05T20:46:57.26,False,#1n,0.0,0.0,3.0,0.0
540871ff-6c41-4d2c-9f14-96dc3ad3b595,752e920d-96b6-4e35-9392-3db23e206b9a,Westport,NZWS,Christchurch Intl,NZCH,113.0,False,11896.5,2023-08-05T20:46:57.26,False,#1,0.0,0.0,3.0,0.0
540eafbe-6f27-4a3e-b391-10982120c28a,4a6648cd-0de6-426b-9d80-fa61c18cf4f7,Changi,WSSS,Hiroshima,RJOA,2561.0,False,8502542.0,2023-08-03T18:13:14.793,True,#1n,202.0,49.0,24.0,26433.191873765543
